id,text,url,HS,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong
943,Tymoti Ronal sama aja nantangin orang2 gym nih panjang nih urusanya dmnpun berada,https://youtu.be/mMFL1P6o3Aw?si=GVMy8vXp6xXB6shC,0,0,0,0,0,0,0,0,0,0,0
944,"Klo di ak, sdh ga masuk di akal sehat sih, btl aj kata bg fitra pengikut"" timoty yg tolol, selalu termakan omongan ato bualan"" sampah, menurut ku buat skrng mau brandingan lu begitu begini ntah yg gmn, sdh gbs di toleransi jing, ngawur orng ini asli dah pengikut"" ny jg selalu mendewa dewakan cuy sampah bngt🤣",https://youtu.be/mMFL1P6o3Aw?si=GVMy8vXp6xXB6shC,1,0,1,0,0,0,0,1,0,1,0
945,"Biarin ajalah bang dia menghina komunitas2 apapun. makin kesini dia akan redup dengan sendirinya oleh perbuatannya sendiri.
Kalau pun ada pemujanya datang membelanya yah sudah. biarin aja. 
Yang terpenting untuk kalian. pandai2lah memilah informasi, jangan gampang terpengaruh, selamatin hidup kalian dan keluarga kalian masing2. dan selalu berpikir kritis.",https://youtu.be/mMFL1P6o3Aw?si=GVMy8vXp6xXB6shC,1,1,0,0,0,0,0,1,1,0,0
946,"Org paling dungu selalu merasa pintar, pdhal tdk ada yg mengakui pintar",https://youtu.be/mMFL1P6o3Aw?si=GVMy8vXp6xXB6shC,1,1,0,0,0,0,0,1,1,0,0
947,Njir dia ngatain ade ray😂,https://youtu.be/mMFL1P6o3Aw?si=GVMy8vXp6xXB6shC,0,0,0,0,0,0,0,0,0,0,0
948,"Rada stress nih orang,entah dari masa lalu nya apa gimana",https://youtu.be/mMFL1P6o3Aw?si=GVMy8vXp6xXB6shC,1,1,0,0,0,1,0,1,1,0,0
949,"Nampak nya Timothy itu nyindir host.
Body nya kan gede, kelihatan nya sih ngegym. Tapi ya itu.. anu nya kosong. 
Si host ini pernah membuat marah arek2 Suroboyo waktu dia bilang Surabaya adalah kota ter L.
Bahkan sampai mamak nya turun tangan utk meredakan kemarahan orang2 Surabaya.

Itu sih yg gw lihat.",https://youtu.be/mMFL1P6o3Aw?si=GVMy8vXp6xXB6shC,1,1,0,0,1,1,0,1,1,0,0
950,Blunder juga ni orang.,https://youtu.be/mMFL1P6o3Aw?si=GVMy8vXp6xXB6shC,1,1,0,0,0,0,0,1,1,0,0
951,boikot timoty,https://youtu.be/mMFL1P6o3Aw?si=GVMy8vXp6xXB6shC,1,1,0,0,0,0,0,1,0,1,1
952,Secara tidak langsung perlahan lahan dia membuka airnya sendiri...pahamkan yg goblok siapa!!!,https://youtu.be/mMFL1P6o3Aw?si=GVMy8vXp6xXB6shC,1,1,0,0,0,0,0,1,1,0,0
953,fix pengikut timoty binatang...ga bisa mikir sendiri,https://youtu.be/mMFL1P6o3Aw?si=GVMy8vXp6xXB6shC,1,0,1,0,0,0,0,1,0,1,0
954,Tuh org siapa si sok oke bangat gua gk peduli lu sekaya apaa. Selagi masi pewaris jangan banyak lagu lah neg gua liat nya,https://youtu.be/mMFL1P6o3Aw?si=GVMy8vXp6xXB6shC,1,1,0,0,0,0,0,1,1,0,0
955,"Yang goblok itu yang tidak faham apa yg TR katakan.

Yg dimaksudkan oleh TR ngegym itu adalah goblok ialah org Body Builder. Banyak Body Builder yang melarat kehidupannya gara² hanya untuk membina otot²nya.",https://youtu.be/mMFL1P6o3Aw?si=GVMy8vXp6xXB6shC,0,0,0,0,0,0,0,0,0,0,0
956,EMG ada bener ya juga sih ... manfaat gym ga berguna sama sekali...mending jd atlit. Jd duit bos,https://youtu.be/mMFL1P6o3Aw?si=GVMy8vXp6xXB6shC,0,0,0,0,0,0,0,0,0,0,0
957,Gw dukunglu bang,https://youtu.be/mMFL1P6o3Aw?si=GVMy8vXp6xXB6shC,0,0,0,0,0,0,0,0,0,0,0
958,Dia siapi si ? Caper bgt,https://youtu.be/mMFL1P6o3Aw?si=GVMy8vXp6xXB6shC,1,1,0,0,0,0,0,1,1,0,0
959,"Gw mah klo punya HW Grup, gw kembalikan DUITnya, cman sekian persen aja mah... dri pda nama baik HW Rusakk, lbh apesss....",https://youtu.be/mMFL1P6o3Aw?si=GVMy8vXp6xXB6shC,0,0,0,0,0,0,0,0,0,0,0
960,"1:53 Timothy : Karena itu aktivitas paling G*blok!

CR7, Bellingham, Mbappe, The Rock, Ade Rai, Bobby Ida, dr. Tirta, dan Semua Dokter be like : PALING GOBLOK??? SERIUSAN LU????",https://youtu.be/mMFL1P6o3Aw?si=GVMy8vXp6xXB6shC,1,1,0,0,0,0,0,1,1,0,0
961,"Fitness / Gym olahraga ga pake otak? 

Timothy siap2 dihajar Dokter Spesialis Jantung, Dokter Ortopedi, dan Dokter Spesialis Paru-Paru yg ada",https://youtu.be/mMFL1P6o3Aw?si=GVMy8vXp6xXB6shC,0,0,0,0,0,0,0,0,0,0,0
962,Yaaa timothy GUE DUKUNG LOE JANGAN MINTA MAAF! KASIH KERAS! BIAR LOE KENA TEMPELENG! 😂,https://youtu.be/mMFL1P6o3Aw?si=GVMy8vXp6xXB6shC,1,1,0,0,0,0,0,1,1,0,0
963,Bijak itu sejalan dgn rendah hati bkn arogansi dan sombong apalagi keras kepala ketika salah,https://youtu.be/mMFL1P6o3Aw?si=GVMy8vXp6xXB6shC,0,0,0,0,0,0,0,0,0,0,0
964,Siapa si timoti ronald gw palah nga tau dia. Apa dia  tenar gara gara kontroversi ya😂,https://youtu.be/mMFL1P6o3Aw?si=GVMy8vXp6xXB6shC,1,1,0,0,0,0,0,1,1,0,0
965,Dari awal sudah saya bilang timoty ini bakalan jatuh sendiri krn kesombongan dan arogansinya di media,https://youtu.be/mMFL1P6o3Aw?si=GVMy8vXp6xXB6shC,1,1,0,0,0,0,0,1,1,0,0
966,"Timoty ronal itu aslinya orang yang goblok tapi so²an jadi orang yang pinter aj,seperti kata pepatah tong kosong nyaring bunyinya🗿",https://youtu.be/mMFL1P6o3Aw?si=GVMy8vXp6xXB6shC,1,1,0,0,0,0,0,1,1,0,0
967,Sebetulnya dia itu mengatakan itu ada maksud agar banyak yg benci dia dan akhirnya viral,https://youtu.be/mMFL1P6o3Aw?si=GVMy8vXp6xXB6shC,0,0,0,0,0,0,0,0,0,0,0
968,Tinggal tunggu aja.timoty ngga lama.kaya indra ken,https://youtu.be/mMFL1P6o3Aw?si=GVMy8vXp6xXB6shC,1,1,0,0,0,0,0,1,1,0,0
969,"PENDAPAT ORANG2 BANYAK DIDUNIA , NGAPAIIN SEWOT, BIARIN SAJA, SUKA2 .",https://youtu.be/mMFL1P6o3Aw?si=GVMy8vXp6xXB6shC,0,0,0,0,0,0,0,0,0,0,0
970,Dia ngomong krna iq dia lbh rendah dripda reza arab😅😂😂😂,https://youtu.be/mMFL1P6o3Aw?si=GVMy8vXp6xXB6shC,1,1,0,0,0,0,0,1,1,0,0
971,Ujung2nya juga nanti kayak yg udah2 yg suka fleksing...tau2 di ciduk pencucian uang😂,https://youtu.be/mMFL1P6o3Aw?si=GVMy8vXp6xXB6shC,1,0,1,0,0,0,0,1,0,1,0
972,Hidup bukan hanya materi... Belajar dl tentang dasar kehidupan...,https://youtu.be/mMFL1P6o3Aw?si=GVMy8vXp6xXB6shC,0,0,0,0,0,0,0,0,0,0,0
973,Kesombongan adalah awal dari malapetaka...,https://youtu.be/mMFL1P6o3Aw?si=GVMy8vXp6xXB6shC,0,0,0,0,0,0,0,0,0,0,0
974,Dia mengukur kesuksesan dengan standar dia sendiri...sungguh tidak bijaksana.,https://youtu.be/mMFL1P6o3Aw?si=GVMy8vXp6xXB6shC,1,1,0,0,0,0,0,1,1,0,0
975,Ya dimaklumin aja si para Neti namanya juga anak Masi bocah . Kalo kata bg haji darah muda😂,https://youtu.be/mMFL1P6o3Aw?si=GVMy8vXp6xXB6shC,0,0,0,0,0,0,0,0,0,0,0
976,Merasa diri palaing pintarrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr lo bang di alam semesta,https://youtu.be/mMFL1P6o3Aw?si=GVMy8vXp6xXB6shC,0,0,0,0,0,0,0,0,0,0,0
977,Izin bang buat post,https://youtu.be/mMFL1P6o3Aw?si=GVMy8vXp6xXB6shC,0,0,0,0,0,0,0,0,0,0,0
978,KALAU KEBAKARAN JENGGOT YA ARTINYA MEMANG GOBLOK HAHA,https://youtu.be/mMFL1P6o3Aw?si=GVMy8vXp6xXB6shC,0,0,0,0,0,0,0,0,0,0,0
979,Bang paris tantang dia boxing lah,https://youtu.be/mMFL1P6o3Aw?si=GVMy8vXp6xXB6shC,0,0,0,0,0,0,0,0,0,0,0
980,Kalo lu merasa tersinggung berarti lu goblok😅,https://youtu.be/mMFL1P6o3Aw?si=GVMy8vXp6xXB6shC,1,1,0,0,0,0,0,1,1,0,0
981,"Ngapain harus minta maaf itu opini dia dan pernyataan dia kan TDK menyebut nama atau tempat yg bisa merugikan pihak lain kan TDK, jadi ngapain timoty harus minta maaf,ini negara demokrasi yang bebas berpendapat tanpa merugikan pihak lain jadi, jdi KLO menurut orang salah yha SDH jangan di dengar atau ikuti dan ngapain juga tanggapi opini orang .",https://youtu.be/mMFL1P6o3Aw?si=GVMy8vXp6xXB6shC,0,0,0,0,0,0,0,0,0,0,0
982,Anjing gongong tanda anjing lemah syahwat😂😂😂,https://youtu.be/mMFL1P6o3Aw?si=GVMy8vXp6xXB6shC,0,0,0,0,0,0,0,0,0,0,0
983,"Kalo kaya dgn cara instan…ya gitu lah jadinya.
Semua digoblok2in….lihat aj, hukum karma itu nyata.",https://youtu.be/mMFL1P6o3Aw?si=GVMy8vXp6xXB6shC,0,0,0,0,0,0,0,0,0,0,0
984,Indra kent versi 2😂,https://youtu.be/mMFL1P6o3Aw?si=GVMy8vXp6xXB6shC,0,0,0,0,0,0,0,0,0,0,0
985,"pemain basket ato pemain bola juga nge gym...ga angkat besi di tengah jalan..ga push up tengah jalan...
gym itu cuma tempat menyewakan alat olahraga...
si timoyhy ga gs bedain body building ma gym",https://youtu.be/mMFL1P6o3Aw?si=GVMy8vXp6xXB6shC,0,0,0,0,0,0,0,0,0,0,0
986,"Kenapa gak ada yang nangkap omongan Timothy ya, yg dia maksudkan aktifitas nya, saat orang memaksakan ototnya maka krja otak menurun drastis kaya otak orang goblok... Efek dari memaksakan otot maka otak melemah di saat itu..",https://youtu.be/mMFL1P6o3Aw?si=GVMy8vXp6xXB6shC,0,0,0,0,0,0,0,0,0,0,0
987,Ngomong tolol padahal pinter TPI gblok y dia sendri,https://youtu.be/mMFL1P6o3Aw?si=GVMy8vXp6xXB6shC,1,1,0,0,0,0,0,1,1,0,0
988,Org jenius contoh albert eistein..thomas a.edison orgnya jenius tp ga berotot sama sekali...otaknya yg berotot😂😂😂😂fakta,https://youtu.be/mMFL1P6o3Aw?si=GVMy8vXp6xXB6shC,0,0,0,0,0,0,0,0,0,0,0
989,untuk para fans timoty dengerin menit 9 ya ges,https://youtu.be/mMFL1P6o3Aw?si=GVMy8vXp6xXB6shC,0,0,0,0,0,0,0,0,0,0,0
990,Timothy ini siapa sih? Keturunannya Kubilai Khan?,https://youtu.be/mMFL1P6o3Aw?si=GVMy8vXp6xXB6shC,1,1,0,0,0,0,0,1,1,0,0
991,"menurut gua timoty benerr 
 bener2 anjing maksudnya",https://youtu.be/mMFL1P6o3Aw?si=GVMy8vXp6xXB6shC,1,1,0,0,0,0,0,1,1,0,0
992,Emang makin lama makin kasar!! Emang kl sudah kaya trs paling pinterr?? Mmg harus di kasi pelajaran,https://youtu.be/mMFL1P6o3Aw?si=GVMy8vXp6xXB6shC,0,0,0,0,0,0,0,0,0,0,0
993,"Nanti juga kena ...
Tunggu aja",https://youtu.be/mMFL1P6o3Aw?si=GVMy8vXp6xXB6shC,1,1,0,0,0,0,0,1,1,0,0
994,katanya orang pintar tp bicara tanpa berpikir. banyak orang orang pintar tp sedikit yg beratitut.,https://youtu.be/mMFL1P6o3Aw?si=GVMy8vXp6xXB6shC,0,0,0,0,0,0,0,0,0,0,0
995,"ini akan mirip kopi 80 ribu, yang nyinyir udah nymbang apa untuk bangsa?",https://youtu.be/mMFL1P6o3Aw?si=GVMy8vXp6xXB6shC,0,0,0,0,0,0,0,0,0,0,0
996,"Motivasi yang mnurut saya itu di luar nalar logika,. 
Contoh 
Uwang simpanan 3x dari gaji
Uwang tabungan sekolah 3X gaji 
Beli apapun harus punya 3x lipat uwang dari barang yang mau dibeli
Kalo di totali 9X gaji 
+ Uwang tabungan anak sekolah,. 
Paham kan., 
Lo mau mulai dari mana,.? 
Ngumpulin uwang 9kali dari gaji baru Lo bisa makan,. Sedangkan uwang inflasi terus berjalan uwang 3 juta baru 2 kali ngumpulin besuk udah inflasi jadi 3jt=5jt itu contoh,. 
Kira2 bisa enggak capai itu,. Boro2 beli barang harus punya uwang 3kali lipat dari harga barang,. Buat ngumpulin 9X lipat aja hal yang busyitt,. Itu belum termasuk tabungan buat anak sekolah,.  Semakin besar pemasukan semakin besar pengluaran itu hukum alam,. Misal skarang Lo gaji 2 JT Brati 18jta,. Kalo besuk gaji Lo naik jadi 5jta Brati kali aja sendiri,. Logika nalarnya GK ketemu,. 😂😂😂 Ya salut sih buat motivatror tapi GK pake logika nalar pakenya hukum menurut Lo bisa,.😂😂😂 Lucu sih",https://youtu.be/mMFL1P6o3Aw?si=GVMy8vXp6xXB6shC,0,0,0,0,0,0,0,0,0,0,0
997,Menurut saya mati aja tuh timoty semua di hina  nya game di hina sepak bola di hina dan gym di hina  percuma kaya kalau menghina orang lain kan emang kintil jadi manusia gitu,https://youtu.be/mMFL1P6o3Aw?si=GVMy8vXp6xXB6shC,1,1,0,0,0,0,0,1,0,0,1
998,"anak muda paling sok se Indonesia, tunggu waktu kena batunya...",https://youtu.be/mMFL1P6o3Aw?si=GVMy8vXp6xXB6shC,1,1,0,0,0,0,0,1,1,0,0
999,"Di dunia ini TDK ada orang bodoh/tolol atau apalah itu,,,!karna setiap org d Anugrahi kemampuan yg berbeda2!",https://youtu.be/mMFL1P6o3Aw?si=GVMy8vXp6xXB6shC,0,0,0,0,0,0,0,0,0,0,0
1000,Maklum dia ga punya adab dia bukan orang jawa,https://youtu.be/mMFL1P6o3Aw?si=GVMy8vXp6xXB6shC,1,1,0,0,1,0,0,1,1,0,0
1001,Klo udh bengkak harus segara cuci darah takutnya liver telat cuci darah nyawa melayang.,https://youtu.be/sWsDZtCY-dc?si=o3NfvwXAHHTeEHmi,0,0,0,0,0,0,0,0,0,0,0
1002,Alhamdulillah smga cepet pulih kembali Yo pak 🤲🤲,https://youtu.be/sWsDZtCY-dc?si=o3NfvwXAHHTeEHmi,0,0,0,0,0,0,0,0,0,0,0
1003,Modar di dalam tahanan mungkin bisa terwujud sejahara akan terbukti di negri ini,https://youtu.be/sWsDZtCY-dc?si=o3NfvwXAHHTeEHmi,0,0,0,0,0,0,0,0,0,0,0
1004,Selalu sehat pak,https://youtu.be/sWsDZtCY-dc?si=o3NfvwXAHHTeEHmi,0,0,0,0,0,0,0,0,0,0,0
1005,Kacau,https://youtu.be/sWsDZtCY-dc?si=o3NfvwXAHHTeEHmi,0,0,0,0,0,0,0,0,0,0,0
1006,Kayak nya dy menhilangkan jejak dgn d isu kan meninggal dunia dy bisa bebas pergi kmn aja...yg sekarang yg palsu,https://youtu.be/sWsDZtCY-dc?si=o3NfvwXAHHTeEHmi,0,0,0,0,0,0,0,0,0,0,0
1007,Lah kirain karena ngemuk badan y 😊,https://youtu.be/sWsDZtCY-dc?si=o3NfvwXAHHTeEHmi,0,0,0,0,0,0,0,0,0,0,0
1008,budug bukan itu?,https://youtu.be/sWsDZtCY-dc?si=o3NfvwXAHHTeEHmi,0,0,0,0,0,0,0,0,0,0,0
1009,Haram hukum nya seorang muslim ke Vatikan.,https://youtu.be/sWsDZtCY-dc?si=o3NfvwXAHHTeEHmi,1,1,0,1,1,0,0,1,1,0,0
1010,Kebanyakan dosa...!!!,https://youtu.be/sWsDZtCY-dc?si=o3NfvwXAHHTeEHmi,0,0,0,0,0,0,0,0,0,0,0
1011,Semoga Indonesia cepat pulih dari penyakit2 korup para pejabat2nya 🤲🏻,https://youtu.be/sWsDZtCY-dc?si=o3NfvwXAHHTeEHmi,1,0,1,0,0,0,0,1,0,1,0
1012,Semoga cepat sehat seperti dulu pak,https://youtu.be/sWsDZtCY-dc?si=o3NfvwXAHHTeEHmi,0,0,0,0,0,0,0,0,0,0,0
1013,Semoga bpak sehat selalu 🤲🥲❤️,https://youtu.be/sWsDZtCY-dc?si=o3NfvwXAHHTeEHmi,0,0,0,0,0,0,0,0,0,0,0
1014,Karma selrtinya mulai berlaku 😂,https://youtu.be/sWsDZtCY-dc?si=o3NfvwXAHHTeEHmi,0,0,0,0,0,0,0,0,0,0,0
1015,"Semoga berita ini benar & semoga mati nya manusia laknat ini terparah dari kemal atatturk, krn sdh banyak mendzolimi rakyat RI... Amiiinya allah tunjukan lah kuasa mu kepada org2 dzholim🤲🤲🤲",https://youtu.be/sWsDZtCY-dc?si=o3NfvwXAHHTeEHmi,1,1,0,0,1,0,0,1,1,0,0
1016,Uang banyak tag berseri juga sia2 klo hrs sakit2an di masa tua. Kena tulah,https://youtu.be/sWsDZtCY-dc?si=o3NfvwXAHHTeEHmi,0,0,0,0,0,0,0,0,0,0,0
1017,Ngelungsumi alias mau ganti kulit kayanya 😂,https://youtu.be/sWsDZtCY-dc?si=o3NfvwXAHHTeEHmi,0,0,0,0,0,0,0,0,0,0,0
1018,Pah Joko wi    Mulyadi⭐⭐⭐,https://youtu.be/sWsDZtCY-dc?si=o3NfvwXAHHTeEHmi,0,0,0,0,0,0,0,0,0,0,0
1019,"Resiko kerja, ada yg dijalankan sudah baik kadang beresiko buruk, sebagian orang menikmati hasil baiknya dan sebagian orang yang berpenyakit hati tetap tak menerimanya, tapi Allah Maha tahu niat setiap InsanNya...niat baik walau tiada tetap surga jaminanya, niat buruk Wallahu alam bishowab",https://youtu.be/sWsDZtCY-dc?si=o3NfvwXAHHTeEHmi,0,0,0,0,0,0,0,0,0,0,0
1020,Ini kan cuci abu lahab,https://youtu.be/sWsDZtCY-dc?si=o3NfvwXAHHTeEHmi,0,0,0,0,0,0,0,0,0,0,0
1021,Penyakitnya sama kaya bapaku dulu gitu mukanya membengkak setelah menjabat jd kades tp skrg Alhamdulillah sudah sembuh,https://youtu.be/sWsDZtCY-dc?si=o3NfvwXAHHTeEHmi,0,0,0,0,0,0,0,0,0,0,0
1022,mukanya kayak bengkak gitu,https://youtu.be/sWsDZtCY-dc?si=o3NfvwXAHHTeEHmi,0,0,0,0,0,0,0,0,0,0,0
1023,Akibat jangka panjang Vaksin pak,https://youtu.be/sWsDZtCY-dc?si=o3NfvwXAHHTeEHmi,0,0,0,0,0,0,0,0,0,0,0
1024,"Heran gwe sama rakyat indo pada jlek jlekin presiden ke 7...
Emang salah nya apa??
Dia kan jdi presiden di pilih sama elu elu monyet..",https://youtu.be/sWsDZtCY-dc?si=o3NfvwXAHHTeEHmi,1,0,1,0,1,0,0,1,0,1,0
1025,"jangan sembuh dulu pak nunggu 2 periode, selama gibran masih duduk dikursi kekuasaannya bapak gak boleh sembuh",https://youtu.be/sWsDZtCY-dc?si=o3NfvwXAHHTeEHmi,1,1,0,0,0,0,0,1,1,0,0
1026,botox dia ini😂,https://youtu.be/sWsDZtCY-dc?si=o3NfvwXAHHTeEHmi,1,1,0,0,0,0,0,1,1,0,0
1027,"SADARKAU MANUSIA PENJAHAT, GAK SADARKAH KAU SEDANG DITEGUR ALLAH SWT ATAS KEKEJAMANMU TERHADAP BANGSA INI.",https://youtu.be/sWsDZtCY-dc?si=o3NfvwXAHHTeEHmi,1,1,0,1,1,0,0,0,1,0,0
1028,Semoga cepet dapat ajab ya allah,https://youtu.be/sWsDZtCY-dc?si=o3NfvwXAHHTeEHmi,0,0,0,0,0,0,0,0,0,0,0
1029,Bagus lah 😂,https://youtu.be/sWsDZtCY-dc?si=o3NfvwXAHHTeEHmi,0,0,0,0,0,0,0,0,0,0,0
1030,Semoga Tuhan menurunkan azab yang lain buat dia,https://youtu.be/sWsDZtCY-dc?si=o3NfvwXAHHTeEHmi,0,0,0,0,0,0,0,0,0,0,0
1031,Muka tebal ganti kulit bukti pembohong lg di azab ALLAH.,https://youtu.be/sWsDZtCY-dc?si=o3NfvwXAHHTeEHmi,1,1,0,0,0,0,0,1,1,0,0
1032,Turut berduka 🎉,https://youtu.be/sWsDZtCY-dc?si=o3NfvwXAHHTeEHmi,0,0,0,0,0,0,0,0,0,0,0
1033,Bismullah semiga sengsoro..amin,https://youtu.be/sWsDZtCY-dc?si=o3NfvwXAHHTeEHmi,0,0,0,0,0,0,0,0,0,0,0
1034,Terlalu byk korupsi,https://youtu.be/sWsDZtCY-dc?si=o3NfvwXAHHTeEHmi,0,0,0,0,0,0,0,0,0,0,0
1035,dari raut wajahnya seperti udah dekat ke rahmatullah,https://youtu.be/sWsDZtCY-dc?si=o3NfvwXAHHTeEHmi,0,0,0,0,0,0,0,0,0,0,0
1036,Sehat selalu ya Pa... Suka dengan kinerja bapak selama ini... ❤❤,https://youtu.be/sWsDZtCY-dc?si=o3NfvwXAHHTeEHmi,0,0,0,0,0,0,0,0,0,0,0
1037,Mukanya bengkak 😂😂😂😂,https://youtu.be/sWsDZtCY-dc?si=o3NfvwXAHHTeEHmi,0,0,0,0,0,0,0,0,0,0,0
1038,Kukuatan pemimpin tk dinilai dari kesempurnaan fisik tp dari kebesaran jiwanya.,https://youtu.be/sWsDZtCY-dc?si=o3NfvwXAHHTeEHmi,0,0,0,0,0,0,0,0,0,0,0
1039,Banyak buser guys,https://youtu.be/sWsDZtCY-dc?si=o3NfvwXAHHTeEHmi,0,0,0,0,0,0,0,0,0,0,0
1040,Alhamdulillah,https://youtu.be/sWsDZtCY-dc?si=o3NfvwXAHHTeEHmi,0,0,0,0,0,0,0,0,0,0,0
1041,Allah swt mempunyai balasan untuk orang2 dzolim di dunia dan akhirat,https://youtu.be/sWsDZtCY-dc?si=o3NfvwXAHHTeEHmi,1,0,1,1,0,0,0,0,0,1,0
1042,"berita lama, skarang tampilkan yg terkini",https://youtu.be/sWsDZtCY-dc?si=o3NfvwXAHHTeEHmi,0,0,0,0,0,0,0,0,0,0,0
1043,Oooo sakit to! tole tole banyak berdoa ya Istigfar jika masih Islam,https://youtu.be/sWsDZtCY-dc?si=o3NfvwXAHHTeEHmi,0,0,0,0,0,0,0,0,0,0,0
1044,Ihhhh ngerinyaaaa 🤮,https://youtu.be/sWsDZtCY-dc?si=o3NfvwXAHHTeEHmi,1,1,0,0,1,0,0,1,1,0,0
1045,azab koruptor,https://youtu.be/sWsDZtCY-dc?si=o3NfvwXAHHTeEHmi,1,1,0,0,1,0,0,1,1,0,0
1046,Apa yang Anda lakukan sampe begitu,https://youtu.be/sWsDZtCY-dc?si=o3NfvwXAHHTeEHmi,0,0,0,0,0,0,0,0,0,0,0
1047,Top skor hutang negara,https://youtu.be/sWsDZtCY-dc?si=o3NfvwXAHHTeEHmi,0,0,0,0,0,0,0,0,0,0,0
1048,Menanti azab,https://youtu.be/sWsDZtCY-dc?si=o3NfvwXAHHTeEHmi,0,0,0,0,0,0,0,0,0,0,0
1049,Hukum alam tetap berlaku,https://youtu.be/sWsDZtCY-dc?si=o3NfvwXAHHTeEHmi,0,0,0,0,0,0,0,0,0,0,0
1050,"Bertobatlah sebelum terlambat ,wahai pejabat  2015-2024 yg salah jalan sebelum terlambat,serapat rapatnya simpan yg g baik akan tercium...",https://youtu.be/sWsDZtCY-dc?si=o3NfvwXAHHTeEHmi,1,1,0,0,0,0,0,1,1,0,0
1051,saya tidak pintar agama...tapi yg aku tau tabur tuai...hukum dunia..kebal tp hukum allah tidak akan lepas...,https://youtu.be/sWsDZtCY-dc?si=o3NfvwXAHHTeEHmi,0,0,0,0,0,0,0,0,0,0,0
1052,Bethem😂😂wek😂😂,https://youtu.be/sWsDZtCY-dc?si=o3NfvwXAHHTeEHmi,0,0,0,0,0,0,0,0,0,0,0
1053,"Uang bukan segalanya, raja hanya sementara.. sukuriiinnnnnnn.. ikut gemes lihatnya.",https://youtu.be/sWsDZtCY-dc?si=o3NfvwXAHHTeEHmi,0,0,0,0,0,0,0,0,0,0,0
1054,"mungkin ini teguran,,mungkin penggugur dosa",https://youtu.be/sWsDZtCY-dc?si=o3NfvwXAHHTeEHmi,0,0,0,0,0,0,0,0,0,0,0
1055,Bacain aja Yaasin.,https://youtu.be/sWsDZtCY-dc?si=o3NfvwXAHHTeEHmi,0,0,0,0,0,0,0,0,0,0,0
1056,Adzab km 50,https://youtu.be/sWsDZtCY-dc?si=o3NfvwXAHHTeEHmi,0,0,0,0,0,0,0,0,0,0,0
1057,Jangan salahkan vatikan.,https://youtu.be/sWsDZtCY-dc?si=o3NfvwXAHHTeEHmi,0,0,0,0,0,0,0,0,0,0,0
1058,Semoga bermanfaat agar penyakit Pak Jawi Joko membuat dia sadar bahwa diatas langit ada langit,https://youtu.be/sWsDZtCY-dc?si=o3NfvwXAHHTeEHmi,1,1,0,0,0,0,0,1,1,0,0
1059,Wajah aslinya China,https://youtu.be/sWsDZtCY-dc?si=o3NfvwXAHHTeEHmi,0,0,0,0,0,0,0,0,0,0,0
1060,Iya pak piknik biar sembuh,https://youtu.be/sWsDZtCY-dc?si=o3NfvwXAHHTeEHmi,0,0,0,0,0,0,0,0,0,0,0
1061,Asalamu alaikum wrb ....salam  buat tmn shbt smuaya ....sy doakan smga beliao bpk joko wi di berikan kesehatan sllu kbahagiaan sllu apa bila benar sakit smga alloh segara mejamah nya segera di berikan kesembuhan beliau orang yg baik yg sdh berbakti kpd bangsa dan negara ini biarlah para bpk presiden kita smua di masa tuanya biarlah bs memdapakan ketentraman kedamaian kebahagiaan dr semua rakyatnya semga smua rakyatnya bisa memghargai menghormati pengabdian para bpk presiden kita semua janganlah mencari  kekurangan dan kesalahan para  bpk presiden kita carilah kelibihanan dan kebaikanya biarlah biarlah bpk2 presiden kita di masa tuanyA bs mendapatkan kedamaian dan kebahagiaan dr rakyanya ....amiin2 yrb semoga kita semua dlm perlindungan alloh,https://youtu.be/sWsDZtCY-dc?si=o3NfvwXAHHTeEHmi,0,0,0,0,0,0,0,0,0,0,0
1062,"Astagfirullah,,, amit"" perubahannya, dulu aku sangka orang baik berwajah jelek tapi aura cerah,ternyata semua hanya acting,SATU DOA KU,SEMOGA PEMIMPIN ZHOLIM,RAKUS,MUNAFIK DAN PEMBOHONG PADA RAKYATNYA MENDAPAT PENYAKIT YANG SUSAH DI SEMBUHKAN MATIPUN GAK MUDAH AMIIN",https://youtu.be/sWsDZtCY-dc?si=o3NfvwXAHHTeEHmi,1,1,0,0,1,0,0,1,1,0,0
1063,Sehat sehat pak,https://youtu.be/sWsDZtCY-dc?si=o3NfvwXAHHTeEHmi,0,0,0,0,0,0,0,0,0,0,0
1064,PERCAYALAH BNYK MENJOLIMI ORNG TDK BERSALAH KARMANYA DIBAYAR KES,https://youtu.be/sWsDZtCY-dc?si=o3NfvwXAHHTeEHmi,0,0,0,0,0,0,0,0,0,0,0
1065,"Pakjokowi itu terkena ain sihir oleh banas pati ada yng iri degn beliau padahl beliau orng baik ,Semoga penyakit kiriman pakjokowi cepat sembuh dan kembali pada pemiliknya ,ayo para spiritual bersatu  membantu penyembuhan pakjokowi kasihan beliau",https://youtu.be/sWsDZtCY-dc?si=o3NfvwXAHHTeEHmi,0,0,0,0,0,0,0,0,0,0,0
